# SentenceBreakProperty-6.3.0.txt
# Date: 2013-09-25, 18:59:01 GMT [MD]
#
# Unicode Character Database
# Copyright (c) 1991-2013 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr44/

# ================================================

# Property:	Sentence_Break

#  All code points not explicitly listed for Sentence_Break
#  have the value Other (XX).

# @missing: 0000..10FFFF; Other

# ================================================

AA50..AA59    ; Numeric # Nd  [10] CHAM DIGIT ZERO..CHAM DIGIT NINE
ABF0..ABF9    ; Numeric # Nd  [10] MEETEI MAYEK DIGIT ZERO..MEETEI MAYEK DIGIT NINE
104A0..104A9  ; Numeric # Nd  [10] OSMANYA DIGIT ZERO..OSMANYA DIGIT NINE
11066..1106F  ; Numeric # Nd  [10] BRAHMI DIGIT ZERO..BRAHMI DIGIT NINE
110F0..110F9  ; Numeric # Nd  [10] SORA SOMPENG DIGIT ZERO..SORA SOMPENG DIGIT NINE
11136..1113F  ; Numeric # Nd  [10] CHAKMA DIGIT ZERO..CHAKMA DIGIT NINE
111D0..111D9  ; Numeric # Nd  [10] SHARADA DIGIT ZERO..SHARADA DIGIT NINE
116C0..116C9  ; Numeric # Nd  [10] TAKRI DIGIT ZERO..TAKRI DIGIT NINE
1D7CE..1D7FF  ; Numeric # Nd  [50] MATHEMATICAL BOLD DIGIT ZERO..MATHEMATICAL MONOSPACE DIGIT NINE

# Total code points: 452

# ================================================

002E          ; ATerm # Po       FULL STOP
2024          ; ATerm # Po       ONE DOT LEADER
FE52          ; ATerm # Po       SMALL FULL STOP
FF0E          ; ATerm # Po       FULLWIDTH FULL STOP

# Total code points: 4

# ================================================

0021          ; STerm # Po       EXCLAMATION MARK
003F          ; STerm # Po       QUESTION MARK
055C          ; STerm # Po       ARMENIAN EXCLAMATION MARK
055E          ; STerm # Po       ARMENIAN QUESTION MARK
0589          ; STerm # Po       ARMENIAN FULL STOP
061F          ; STerm # Po       ARABIC QUESTION MARK
06D4          ; STerm # Po       ARABIC FULL STOP
0700..0702    ; STerm # Po   [3] SYRIAC END OF PARAGRAPH..SYRIAC SUBLINEAR FULL STOP
07F9          ; STerm # Po       NKO EXCLAMATION MARK
0964..0965    ; STerm # Po   [2] DEVANAGARI DANDA..DEVANAGARI DOUBLE DANDA
104A..104B    ; STerm # Po   [2] MYANMAR SIGN LITTLE SECTION..MYANMAR SIGN SECTION
1362          ; STerm # Po       ETHIOPIC FULL STOP
1367..1368    ; STerm # Po   [2] ETHIOPIC QUESTION MARK..ETHIOPIC PARAGRAPH SEPARATOR
166E          ; STerm # Po       CANADIAN SYLLABICS FULL STOP
1735..1736    ; STerm # Po   [2] PHILIPPINE SINGLE PUNCTUATION..PHILIPPINE DOUBLE PUNCTUATION
1803          ; STerm # Po       MONGOLIAN FULL STOP
1809          ; STerm # Po       MONGOLIAN MANCHU FULL STOP
1944..1945    ; STerm # Po   [2] LIMBU EXCLAMATION MARK..LIMBU QUESTION MARK
1AA8..1AAB    ; STerm # Po   [4] TAI THAM SIGN KAAN..TAI THAM SIGN SATKAANKUU
1B5A..1B5B    ; STerm # Po   [2] BALINESE PANTI..BALINESE PAMADA
1B5E..1B5F    ; STerm # Po   [2] BALINESE CARIK SIKI..BALINESE CARIK PAREREN
1C3B..1C3C    ; STerm # Po   [2] LEPCHA PUNCTUATION TA-ROL..LEPCHA PUNCTUATION NYET THYOOM TA-ROL
1C7E..1C7F    ; STerm # Po   [2] OL CHIKI PUNCTUATION MUCAAD..OL CHIKI PUNCTUATION DOUBLE MUCAAD
203C..203D    ; STerm # Po   [2] DOUBLE EXCLAMATION MARK..INTERROBANG
2047..2049    ; STerm # Po   [3] DOUBLE QUESTION MARK..EXCLAMATION QUESTION MARK
2E2E          ; STerm # Po       REVERSED QUESTION MARK
3002          ; STerm # Po       IDEOGRAPHIC FULL STOP
A4FF          ; STerm # Po       LISU PUNCTUATION FULL STOP
A60E..A60F    ; STerm # Po   [2] VAI FULL STOP..VAI QUESTION MARK
A6F3          ; STerm # Po       BAMUM FULL STOP
A6F7          ; STerm # Po       BAMUM QUESTION MARK
A876..A877    ; STerm # Po   [2] PHAGS-PA MARK SHAD..PHAGS-PA MARK DOUBLE SHAD
A8CE..A8CF    ; STerm # Po   [2] SAURASHTRA DANDA..SAURASHTRA DOUBLE DANDA
A92F          ; STerm # Po       KAYAH LI SIGN SHYA
A9C8..A9C9    ; STerm # Po   [2] JAVANESE PADA LINGSA..JAVANESE PADA LUNGSI
AA5D..AA5F    ; STerm # Po   [3] CHAM PUNCTUATION DANDA..CHAM PUNCTUATION TRIPLE DANDA
AAF0..AAF1    ; STerm # Po   [2] MEETEI MAYEK CHEIKHAN..MEETEI MAYEK AHANG KHUDAM
ABEB          ; STerm # Po       MEETEI MAYEK CHEIKHEI
FE56..FE57    ; STerm # Po   [2] SMALL QUESTION MARK..SMALL EXCLAMATION MARK
FF01          ; STerm # Po       FULLWIDTH EXCLAMATION MARK
FF1F          ; STerm # Po       FULLWIDTH QUESTION MARK
FF61          ; STerm # Po       HALFWIDTH IDEOGRAPHIC FULL STOP
10A56..10A57  ; STerm # Po   [2] KHAROSHTHI PUNCTUATION DANDA..KHAROSHTHI PUNCTUATION DOUBLE DANDA
11047..11048  ; STerm # Po   [2] BRAHMI DANDA..BRAHMI DOUBLE DANDA
110BE..110C1  ; STerm # Po   [4] KAITHI SECTION MARK..KAITHI DOUBLE DANDA
11141..11143  ; STerm # Po   [3] CHAKMA DANDA..CHAKMA QUESTION MARK
111C5..111C6  ; STerm # Po   [2] SHARADA DANDA..SHARADA DOUBLE DANDA

# Total code points: 80

# ================================================

0022          ; Close # Po       QUOTATION MARK
0027          ; Close # Po       APOSTROPHE
0028          ; Close # Ps       LEFT PARENTHESIS
0029          ; Close # Pe       RIGHT PARENTHESIS
005B          ; Close # Ps       LEFT SQUARE BRACKET
005D          ; Close # Pe       RIGHT SQUARE BRACKET
007B          ; Close # Ps       LEFT CURLY BRACKET
007D          ; Close # Pe       RIGHT CURLY BRACKET
00AB          ; Close # Pi       LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
00BB          ; Close # Pf       RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
0F3A          ; Close # Ps       TIBETAN MARK GUG RTAGS GYON
0F3B          ; Close # Pe       TIBETAN MARK GUG RTAGS GYAS
0F3C          ; Close # Ps       TIBETAN MARK ANG KHANG GYON
0F3D          ; Close # Pe       TIBETAN MARK ANG KHANG GYAS
169B          ; Close # Ps       OGHAM FEATHER MARK
169C          ; Close # Pe       OGHAM REVERSED FEATHER MARK
2018          ; Close # Pi       LEFT SINGLE QUOTATION MARK
2019          ; Close # Pf       RIGHT SINGLE QUOTATION MARK
201A          ; Close # Ps       SINGLE LOW-9 QUOTATION MARK
201B..201C    ; Close # Pi   [2] SINGLE HIGH-REVERSED-9 QUOTATION MARK..LEFT DOUBLE QUOTATION MARK
201D          ; Close # Pf       RIGHT DOUBLE QUOTATION MARK
201E          ; Close # Ps       DOUBLE LOW-9 QUOTATION MARK
201F          ; Close # Pi       DOUBLE HIGH-REVERSED-9 QUOTATION MARK
2039          ; Close # Pi       SINGLE LEFT-POINTING ANGLE QUOTATION MARK
203A          ; Close # Pf       SINGLE RIGHT-POINTING ANGLE QUOTATION MARK
2045          ; Close # Ps       LEFT SQUARE BRACKET WITH QUILL
2046          ; Close # Pe       RIGHT SQUARE BRACKET WITH QUILL
207D          ; Close # Ps       SUPERSCRIPT LEFT PARENTHESIS
207E          ; Close # Pe       SUPERSCRIPT RIGHT PARENTHESIS
208D          ; Close # Ps       SUBSCRIPT LEFT PARENTHESIS
208E          ; Close # Pe       SUBSCRIPT RIGHT PARENTHESIS
2308          ; Close # Ps       LEFT CEILING
2309          ; Close # Pe       RIGHT CEILING
230A          ; Close # Ps       LEFT FLOOR
230B          ; Close # Pe       RIGHT FLOOR
2329          ; Close # Ps       LEFT-POINTING ANGLE BRACKET
232A          ; Close # Pe       RIGHT-POINTING ANGLE BRACKET
275B..275E    ; Close # So   [4] HEAVY SINGLE TURNED COMMA QUOTATION MARK ORNAMENT..HEAVY DOUBLE COMMA QUOTATION MARK ORNAMENT
2768          ; Close # Ps       MEDIUM LEFT PARENTHESIS ORNAMENT
2769          ; Close # Pe       MEDIUM RIGHT PARENTHESIS ORNAMENT
276A          ; Close # Ps       MEDIUM FLATTENED LEFT PARENTHESIS ORNAMENT
276B          ; Close # Pe       MEDIUM FLATTENED RIGHT PARENTHESIS ORNAMENT
276C          ; Close # Ps       MEDIUM LEFT-POINTING ANGLE BRACKET ORNAMENT
276D          ; Close # Pe       MEDIUM RIGHT-POINTING ANGLE BRACKET ORNAMENT
276E          ; Close # Ps       HEAVY LEFT-POINTING ANGLE QUOTATION MARK ORNAMENT
276F          ; Close # Pe       HEAVY RIGHT-POINTING ANGLE QUOTATION MARK ORNAMENT
2770          ; Close # Ps       HEAVY LEFT-POINTING ANGLE BRACKET ORNAMENT
2771          ; Close # Pe       HEAVY RIGHT-POINTING ANGLE BRACKET ORNAMENT
2772          ; Close # Ps       LIGHT LEFT TORTOISE SHELL BRACKET ORNAMENT
2773          ; Close # Pe       LIGHT RIGHT TORTOISE SHELL BRACKET ORNAMENT
2774          ; Close # Ps       MEDIUM LEFT CURLY BRACKET ORNAMENT
2775          ; Close # Pe       MEDIUM RIGHT CURLY BRACKET ORNAMENT
27C5          ; Close # Ps       LEFT S-SHAPED BAG DELIMITER
27C6          ; Close # Pe       RIGHT S-SHAPED BAG DELIMITER
27E6          ; Close # Ps       MATHEMATICAL LEFT WHITE SQUARE BRACKET
27E7          ; Close # Pe       MATHEMATICAL RIGHT WHITE SQUARE BRACKET
27E8          ; Close # Ps       MATHEMATICAL LEFT ANGLE BRACKET
27E9          ; Close # Pe       MATHEMATICAL RIGHT ANGLE BRACKET
27EA          ; Close # Ps       MATHEMATICAL LEFT DOUBLE ANGLE BRACKET
27EB          ; Close # Pe       MATHEMATICAL RIGHT DOUBLE ANGLE BRACKET
27EC          ; Close # Ps       MATHEMATICAL LEFT WHITE TORTOISE SHELL BRACKET
27ED          ; Close # Pe       MATHEMATICAL RIGHT WHITE TORTOISE SHELL BRACKET
27EE          ; Close # Ps       MATHEMATICAL LEFT FLATTENED PARENTHESIS
27EF          ; Close # Pe       MATHEMATICAL RIGHT FLATTENED PARENTHESIS
2983          ; Close # Ps       LEFT WHITE CURLY BRACKET
2984          ; Close # Pe       RIGHT WHITE CURLY BRACKET
2985          ; Close # Ps       LEFT WHITE PARENTHESIS
2986          ; Close # Pe       RIGHT WHITE PARENTHESIS
2987          ; Close # Ps       Z NOTATION LEFT IMAGE BRACKET
2988          ; Close # Pe       Z NOTATION RIGHT IMAGE BRACKET
2989          ; Close # Ps       Z NOTATION LEFT BINDING BRACKET
298A          ; Close # Pe       Z NOTATION RIGHT BINDING BRACKET
298B          ; Close # Ps       LEFT SQUARE BRACKET WITH UNDERBAR
298C          ; Close # Pe       RIGHT SQUARE BRACKET WITH UNDERBAR
298D          ; Close # Ps       LEFT SQUARE BRACKET WITH TICK IN TOP CORNER
298E          ; Close # Pe       RIGHT SQUARE BRACKET WITH TICK IN BOTTOM CORNER
298F          ; Close # Ps       LEFT SQUARE BRACKET WITH TICK IN BOTTOM CORNER
2990          ; Close # Pe       RIGHT SQUARE BRACKET WITH TICK IN TOP CORNER
2991          ; Close # Ps       LEFT ANGLE BRACKET WITH DOT
2992          ; Close # Pe       RIGHT ANGLE BRACKET WITH DOT
2993          ; Close # Ps       LEFT ARC LESS-THAN BRACKET
2994          ; Close # Pe       RIGHT ARC GREATER-THAN BRACKET
2995          ; Close # Ps       DOUBLE LEFT ARC GREATER-THAN BRACKET
2996          ; Close # Pe       DOUBLE RIGHT ARC LESS-THAN BRACKET
2997          ; Close # Ps       LEFT BLACK TORTOISE SHELL BRACKET
2998          ; Close # Pe       RIGHT BLACK TORTOISE SHELL BRACKET
29D8          ; Close # Ps       LEFT WIGGLY FENCE
29D9          ; Close # Pe       RIGHT WIGGLY FENCE
29DA          ; Close # Ps       LEFT DOUBLE WIGGLY FENCE
29DB          ; Close # Pe       RIGHT DOUBLE WIGGLY FENCE
29FC          ; Close # Ps       LEFT-POINTING CURVED ANGLE BRACKET
29FD          ; Close # Pe       RIGHT-POINTING CURVED ANGLE BRACKET
2E00..2E01    ; Close # Po   [2] RIGHT ANGLE SUBSTITUTION MARKER..RIGHT ANGLE DOTTED SUBSTITUTION MARKER
2E02          ; Close # Pi       LEFT SUBSTITUTION BRACKET
2E03          ; Close # Pf       RIGHT SUBSTITUTION BRACKET
2E04          ; Close # Pi       LEFT DOTTED SUBSTITUTION BRACKET
2E05          ; Close # Pf       RIGHT DOTTED SUBSTITUTION BRACKET
2E06..2E08    ; Close # Po   [3] RAISED INTERPOLATION MARKER..DOTTED TRANSPOSITION MARKER
2E09          ; Close # Pi       LEFT TRANSPOSITION BRACKET
2E0A          ; Close # Pf       RIGHT TRANSPOSITION BRACKET
2E0B          ; Close # Po       RAISED SQUARE
2E0C          ; Close # Pi       LEFT RAISED OMISSION BRACKET
2E0D          ; Close # Pf       RIGHT RAISED OMISSION BRACKET
2E1C          ; Close # Pi       LEFT LOW PARAPHRASE BRACKET
2E1D          ; Close # Pf       RIGHT LOW PARAPHRASE BRACKET
2E20          ; Close # Pi       LEFT VERTICAL BAR WITH QUILL
2E21          ; Close # Pf       RIGHT VERTICAL BAR WITH QUILL
2E22          ; Close # Ps       TOP LEFT HALF BRACKET
2E23          ; Close # Pe       TOP RIGHT HALF BRACKET
2E24          ; Close # Ps       BOTTOM LEFT HALF BRACKET
2E25          ; Close # Pe       BOTTOM RIGHT HALF BRACKET
2E26          ; Close # Ps       LEFT SIDEWAYS U BRACKET
2E27          ; Close # Pe       RIGHT SIDEWAYS U BRACKET
2E28          ; Close # Ps       LEFT DOUBLE PARENTHESIS
2E29          ; Close # Pe       RIGHT DOUBLE PARENTHESIS
3008          ; Close # Ps       LEFT ANGLE BRACKET
3009          ; Close # Pe       RIGHT ANGLE BRACKET
300A          ; Close # Ps       LEFT DOUBLE ANGLE BRACKET
300B          ; Close # Pe       RIGHT DOUBLE ANGLE BRACKET
300C          ; Close # Ps       LEFT CORNER BRACKET
300D          ; Close # Pe       RIGHT CORNER BRACKET
300E          ; Close # Ps       LEFT WHITE CORNER BRACKET
300F          ; Close # Pe       RIGHT WHITE CORNER BRACKET
3010          ; Close # Ps       LEFT BLACK LENTICULAR BRACKET
3011          ; Close # Pe       RIGHT BLACK LENTICULAR BRACKET
3014          ; Close # Ps       LEFT TORTOISE SHELL BRACKET
3015          ; Close # Pe       RIGHT TORTOISE SHELL BRACKET
3016          ; Close # Ps       LEFT WHITE LENTICULAR BRACKET
3017          ; Close # Pe       RIGHT WHITE LENTICULAR BRACKET
3018          ; Close # Ps       LEFT WHITE TORTOISE SHELL BRACKET
3019          ; Close # Pe       RIGHT WHITE TORTOISE SHELL BRACKET
301A          ; Close # Ps       LEFT WHITE SQUARE BRACKET
301B          ; Close # Pe       RIGHT WHITE SQUARE BRACKET
301D          ; Close # Ps       REVERSED DOUBLE PRIME QUOTATION MARK
301E..301F    ; Close # Pe   [2] DOUBLE PRIME QUOTATION MARK..LOW DOUBLE PRIME QUOTATION MARK
FD3E          ; Close # Ps       ORNATE LEFT PARENTHESIS
FD3F          ; Close # Pe       ORNATE RIGHT PARENTHESIS
FE17          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT WHITE LENTICULAR BRACKET
FE18          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT WHITE LENTICULAR BRAKCET
FE35          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT PARENTHESIS
FE36          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT PARENTHESIS
FE37          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT CURLY BRACKET
FE38          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT CURLY BRACKET
FE39          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT TORTOISE SHELL BRACKET
FE3A          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT TORTOISE SHELL BRACKET
FE3B          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT BLACK LENTICULAR BRACKET
FE3C          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT BLACK LENTICULAR BRACKET
FE3D          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT DOUBLE ANGLE BRACKET
FE3E          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT DOUBLE ANGLE BRACKET
FE3F          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT ANGLE BRACKET
FE40          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT ANGLE BRACKET
FE41          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT CORNER BRACKET
FE42          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT CORNER BRACKET
FE43          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT WHITE CORNER BRACKET
FE44          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT WHITE CORNER BRACKET
FE47          ; Close # Ps       PRESENTATION FORM FOR VERTICAL LEFT SQUARE BRACKET
FE48          ; Close # Pe       PRESENTATION FORM FOR VERTICAL RIGHT SQUARE BRACKET
FE59          ; Close # Ps       SMALL LEFT PARENTHESIS
FE5A          ; Close # Pe       SMALL RIGHT PARENTHESIS
FE5B          ; Close # Ps       SMALL LEFT CURLY BRACKET
FE5C          ; Close # Pe       SMALL RIGHT CURLY BRACKET
FE5D          ; Close # Ps       SMALL LEFT TORTOISE SHELL BRACKET
FE5E          ; Close # Pe       SMALL RIGHT TORTOISE SHELL BRACKET
FF08          ; Close # Ps       FULLWIDTH LEFT PARENTHESIS
FF09          ; Close # Pe       FULLWIDTH RIGHT PARENTHESIS
FF3B          ; Close # Ps       FULLWIDTH LEFT SQUARE BRACKET
FF3D          ; Close # Pe       FULLWIDTH RIGHT SQUARE BRACKET
FF5B          ; Close # Ps       FULLWIDTH LEFT CURLY BRACKET
FF5D          ; Close # Pe       FULLWIDTH RIGHT CURLY BRACKET
FF5F          ; Close # Ps       FULLWIDTH LEFT WHITE PARENTHESIS
FF60          ; Close # Pe       FULLWIDTH RIGHT WHITE PARENTHESIS
FF62          ; Close # Ps       HALFWIDTH LEFT CORNER BRACKET
FF63          ; Close # Pe       HALFWIDTH RIGHT CORNER BRACKET

# Total code points: 181

# ================================================

002C          ; SContinue # Po       COMMA
002D          ; SContinue # Pd       HYPHEN-MINUS
003A          ; SContinue # Po       COLON
055D          ; SContinue # Po       ARMENIAN COMMA
060C..060D    ; SContinue # Po   [2] ARABIC COMMA..ARABIC DATE SEPARATOR
07F8          ; SContinue # Po       NKO COMMA
1802          ; SContinue # Po       MONGOLIAN COMMA
1808          ; SContinue # Po       MONGOLIAN MANCHU COMMA
2013..2014    ; SContinue # Pd   [2] EN DASH..EM DASH
3001          ; SContinue # Po       IDEOGRAPHIC COMMA
FE10..FE11    ; SContinue # Po   [2] PRESENTATION FORM FOR VERTICAL COMMA..PRESENTATION FORM FOR VERTICAL IDEOGRAPHIC COMMA
FE13          ; SContinue # Po       PRESENTATION FORM FOR VERTICAL COLON
FE31..FE32    ; SContinue # Pd   [2] PRESENTATION FORM FOR VERTICAL EM DASH..PRESENTATION FORM FOR VERTICAL EN DASH
FE50..FE51    ; SContinue # Po   [2] SMALL COMMA..SMALL IDEOGRAPHIC COMMA
FE55          ; SContinue # Po       SMALL COLON
FE58          ; SContinue # Pd       SMALL EM DASH
FE63          ; SContinue # Pd       SMALL HYPHEN-MINUS
FF0C          ; SContinue # Po       FULLWIDTH COMMA
FF0D          ; SContinue # Pd       FULLWIDTH HYPHEN-MINUS
FF1A          ; SContinue # Po       FULLWIDTH COLON
FF64          ; SContinue # Po       HALFWIDTH IDEOGRAPHIC COMMA

# Total code points: 26

# EOF
